id,title,full_word_count,truncated,prediction,prediction_short,fraction_ai,fraction_ai_assisted,fraction_human,num_ai_segments,num_ai_assisted_segments,num_human_segments,version,stage,error
148-timefulness,Timefulness,2744,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

151-trip-sitting-the-art-and-science-of-holding-psychedelic-space,Trip Sitting: The Art and Science of Holding Psychedelic Space,1108,False,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,3,3.3.2,STAGE_SUCCESS,

150-traces-erased-by-the-sun,Traces Erased by the Sun,3580,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

152-unforgiving-places-the-unexpected-origins-of-american-gun-violence,Unforgiving Places: The Unexpected Origins of American Gun Violence,2397,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,5,3.3.2,STAGE_SUCCESS,

142-theodicy,Theodicy,5061,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

149-tortilla-flat-by-john-steinbeck,Tortilla Flat by John Steinbeck,5962,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

155-we-present-television,We Present Television,9198,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

158-why-greatness-cannot-be-planned-by-joel-lehman-and-kenneth-stanley,"Why Greatness Cannot Be Planned, by Joel Lehman and Kenneth Stanley",5267,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

157-what-is-real,What is Real?,10106,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

159-wild-wise-weird,Wild Wise Weird,1508,False,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,4,3.3.2,STAGE_SUCCESS,

162-undertook-learn-russian-about-ten-years,Бесы,4801,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

140-the-waves,The Waves,4631,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

160-works-by-isaac-bickerstaff,Works By Isaac Bickerstaff,7380,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,

161-world-war-z,World War Z,3559,True,We believe that this document is fully human-written,Human,0.0,0.0,1.0,0,0,6,3.3.2,STAGE_SUCCESS,
